2025-10-25 12:09:17 - Gallery data updated by admin panel. Paintings count: 9
2025-10-25 12:09:19 - Gallery data updated by admin panel. Paintings count: 9
2025-10-25 12:09:25 - Gallery data updated by admin panel. Paintings count: 8
2025-10-25 16:04:40 - Gallery data updated by admin panel. Paintings count: 8
2025-10-25 16:05:13 - Gallery data updated by admin panel. Paintings count: 7
2025-10-25 16:05:16 - Gallery data updated by admin panel. Paintings count: 7
2025-11-02 20:33:02 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:03:53 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:01 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:03 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:03 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:04 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:05 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:06 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:07 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:08 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:09 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:25 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:37 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:04:53 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:05:21 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:05:54 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:06:34 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:09:19 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:17:58 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:18:24 - Gallery data updated by admin panel. Paintings count: 7
2025-11-05 18:20:50 - Gallery data updated by admin panel. Paintings count: 8
2025-11-05 18:31:51 - Gallery data updated by admin panel. Paintings count: 8
2025-11-05 18:32:15 - Gallery data updated by admin panel. Paintings count: 8
2025-11-05 18:32:18 - Gallery data updated by admin panel. Paintings count: 8
2025-11-05 18:56:14 - Gallery data updated by admin panel. Paintings count: 8
2025-11-06 10:05:44 - Gallery data updated by admin panel. Paintings count: 9
2025-11-06 10:06:05 - Gallery data updated by admin panel. Paintings count: 9
2025-11-06 10:07:04 - Gallery data updated by admin panel. Paintings count: 9
2025-11-06 11:05:28 - Gallery data updated by admin panel. Paintings count: 9
2025-11-06 11:05:44 - Gallery data updated by admin panel. Paintings count: 10
2025-11-06 11:06:00 - Gallery data updated by admin panel. Paintings count: 10
2025-11-06 11:06:40 - Gallery data updated by admin panel. Paintings count: 10
2025-11-06 11:07:30 - Gallery data updated by admin panel. Paintings count: 10
2025-11-06 11:07:45 - Gallery data updated by admin panel. Paintings count: 10
2025-11-06 11:08:04 - Gallery data updated by admin panel. Paintings count: 15
2025-11-06 11:08:56 - Gallery data updated by admin panel. Paintings count: 15
2025-11-06 11:11:36 - Gallery data updated by admin panel. Paintings count: 15
2025-11-06 11:11:46 - Gallery data updated by admin panel. Paintings count: 15
2025-11-06 11:12:59 - Gallery data updated by admin panel. Paintings count: 15
[2026-01-18 11:47:28] [91.199.137.165] Gallery 1: 15 paintings, Gallery 2: 0 paintings, fileSize: 13300 bytes
[2026-01-22 14:48:11] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28178 bytes
[2026-01-22 14:48:12] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28178 bytes
[2026-01-22 14:48:14] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28178 bytes
[2026-01-22 14:48:17] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28178 bytes
[2026-01-22 17:20:41] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28483 bytes
[2026-01-22 17:20:55] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28484 bytes
[2026-01-22 17:20:56] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28516 bytes
[2026-01-22 17:51:49] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28474 bytes
[2026-01-23 08:18:29] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28475 bytes
[2026-01-23 08:18:30] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28546 bytes
[2026-01-23 08:18:31] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28617 bytes
[2026-01-23 08:18:32] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28618 bytes
[2026-01-23 08:18:54] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28617 bytes
[2026-01-23 08:32:25] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 28618 bytes
[2026-01-23 08:32:56] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 29732 bytes
[2026-01-23 08:33:04] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 29732 bytes
[2026-01-23 08:33:06] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 29732 bytes
[2026-01-23 08:38:16] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 30172 bytes
[2026-01-23 08:41:43] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 21 paintings, fileSize: 30612 bytes
[2026-01-23 08:42:10] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 20 paintings, fileSize: 29760 bytes
[2026-01-23 08:42:14] [89.23.119.202] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 28908 bytes
[2026-01-23 21:42:52] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 28973 bytes
[2026-01-23 21:42:54] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29038 bytes
[2026-01-23 21:42:56] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29103 bytes
[2026-01-23 21:42:57] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29168 bytes
[2026-01-23 21:42:59] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29233 bytes
[2026-01-23 21:43:00] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29298 bytes
[2026-01-23 21:43:01] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29370 bytes
[2026-01-23 21:43:02] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29441 bytes
[2026-01-23 21:43:03] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29513 bytes
[2026-01-23 21:43:05] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29584 bytes
[2026-01-23 21:43:06] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29656 bytes
[2026-01-23 21:43:08] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29728 bytes
[2026-01-23 21:43:10] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29800 bytes
[2026-01-23 21:43:13] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29872 bytes
[2026-01-23 21:43:14] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 29944 bytes
[2026-01-23 21:43:16] [178.157.141.255] Gallery 1: 23 paintings, Gallery 2: 19 paintings, fileSize: 30016 bytes
[2026-02-26 11:23:56] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24688 bytes
[2026-03-02 13:38:00] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24689 bytes
[2026-03-02 13:38:01] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24690 bytes
[2026-03-02 13:38:03] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24691 bytes
[2026-03-02 13:38:03] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24692 bytes
[2026-03-02 13:38:05] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24693 bytes
[2026-03-02 13:38:05] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24694 bytes
[2026-03-02 13:38:07] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24695 bytes
[2026-03-02 13:38:08] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24696 bytes
[2026-03-02 13:38:09] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24697 bytes
[2026-03-02 13:38:10] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24698 bytes
[2026-03-02 13:38:11] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24699 bytes
[2026-03-02 13:38:22] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 24699 bytes
[2026-03-02 15:00:29] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:38] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:42] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:44] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:47] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:47] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:47] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:47] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:48] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:48] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:51] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:00:51] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27302 bytes
[2026-03-02 15:21:54] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 26993 bytes
[2026-03-02 15:22:58] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:04] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:07] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:08] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:08] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:08] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:08] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:08] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:14] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:14] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:15] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:18] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 27310 bytes
[2026-03-02 15:23:53] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 26993 bytes
[2026-03-02 15:24:03] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 15:24:08] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 15:24:09] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 15:24:10] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 15:24:14] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 15:24:14] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 15:24:15] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 15:25:01] [104.238.24.125] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 28930 bytes
[2026-03-02 16:30:49] [178.170.198.132] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 30826 bytes
[2026-05-18 14:13:48] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31242 bytes
[2026-05-18 14:13:54] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31751 bytes
[2026-05-18 14:13:58] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31491 bytes
[2026-05-18 14:14:01] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31491 bytes
[2026-05-18 14:14:05] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31491 bytes
[2026-05-18 14:14:10] [130.193.59.107] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 30826 bytes
[2026-05-18 14:14:14] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31242 bytes
[2026-05-18 14:14:24] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31700 bytes
[2026-05-18 14:14:34] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31846 bytes
[2026-05-18 14:14:36] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31846 bytes
[2026-05-18 14:14:37] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31846 bytes
[2026-05-18 14:14:39] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31846 bytes
[2026-05-18 14:14:44] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31846 bytes
[2026-05-18 14:14:49] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31869 bytes
[2026-05-18 14:14:50] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 31869 bytes
[2026-05-18 14:23:40] [130.193.59.107] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 30826 bytes
[2026-05-18 16:06:17] [130.193.59.107] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 31756 bytes
[2026-05-18 16:06:33] [130.193.59.107] Gallery 1: 11 paintings, Gallery 2: 19 paintings, fileSize: 31756 bytes
[2026-05-18 16:07:00] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32203 bytes
[2026-05-18 16:07:08] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32655 bytes
[2026-05-18 16:07:18] [130.193.59.107] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32801 bytes
[2026-06-25 12:42:28] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32829 bytes
[2026-06-25 12:42:30] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32829 bytes
[2026-06-25 12:42:34] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32829 bytes
[2026-06-25 12:42:36] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32829 bytes
[2026-06-25 12:42:37] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32829 bytes
[2026-06-25 12:42:38] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32829 bytes
[2026-06-25 12:43:12] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32828 bytes
[2026-06-25 12:43:12] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32828 bytes
[2026-06-25 12:45:19] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32833 bytes
[2026-06-25 12:45:25] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32833 bytes
[2026-06-25 13:29:07] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32945 bytes
[2026-06-25 13:29:17] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32945 bytes
[2026-06-25 13:37:33] [178.170.198.132] Gallery 1: 12 paintings, Gallery 2: 19 paintings, fileSize: 32927 bytes
